comment,label
sách khá nhỏ hơn mình tưởng nhưng chất lượng giấy ok hình thức bên ngoài khá ổn hơi có nếp gấp giao hàng nhanh,1
mặc thoáng mát,1
tinh dầu thơm lắm ạ mk thích mùi thơm trái cây này hơn trước mua mùi khác mà không thích lắm với giá này thì thực sự hài lòng,1
máy xay nhuyễn mịn ít ồn hơn dòng unie v8 lúc mới dùng nắp có mùi nhựa dùng chế độ clean xong cặn sữa vẫn bám ở lưỡi dao và thành thuỷ tinh nên phải tự rửa thêm vài lần,1
sách quá đẹp và giao nhanh chóng,1
giao thiếu muỗng nĩa vui lòng kiểm tra và bổ sung,-1
ok rất uy tín,1
tất đi rất thoải mái tạo cảm giác rất tốt có người dùng,1
độ bám dính tương đối có thể chấp nhận được,0
cạp cao qua rốn vải mướt mềm,-1
cực kì uy tín giá cả cạnh tranh nguyên seal nguyên kiện chính hãng samsung việt nam mua sản phẩm tại,1
mình đã dùng được 5 năm đợt trước bị gàu thành vảy luôn bác sĩ bảo dùng thử dùng đúng 1 lần là hết giờ dùng quài mỗi tội mắc so với túi tiền của mình thôi,1
dây đẹp,1
ok ok ok ok ok nabbabanannanamammamammama,0
tiki đóng gói cẩn thận lại nha mình lớn hết rồi không phải con nít chơi đồ hàng đâu mà gói hàng không chống sốc hay có biện pháp bảo vệ nào cho những cuốn sách được vận chuyển đi xa nhớ nha tiki muốn sống sót cạnh tranh với mấy trang thương mại điện tử khác thì cũng nên xem lại bản thân mấy bạn không tốt ở điểm nào khách hàng phản hồi vụ đóng gói hàng chống sốc này biết bao nhiêu người rồi hơn 10 000 người chưa hay hơn chứ làm gì tới phải không đừng để mình phải tới tận văn phòng của mấy bạn mà dán thẳng tờ giấy đóng gói hàng ẩu tả vô ý thức lên ngay trán của mỗi bạn nha vậy kỳ lắm nè nhớ nha tiki,-1
đúng yêu cầu,1
sản phẩm tốt chắc chắn giữ màn hình cố định ko bị rung lắc,1
sản phẩm giao nhanh đóng gói tốt xuất xứ rõ ràng đặc biệt có che tên sản phẩm nhạy cảm,1
good giá rẻ mà xài cũng ổn,1
cuối năm ngoái cũng mua 1 con chuột logitech màu xanh trên tiki nhưng không phải do tiki trading cung cấp nên có tem bảo hành đầy đủ còn con chuột mua lần này phải mua đến 3 lần vì 2 lần mua đều bị tiki báo hết hàng lỗi kho blah blah sau đó đặt lại thì được con chuột không có tem bảo hành chưa dùng nên không biết có vấn đề gì không nữa nếu không đủ sản phẩm hoặc sản phẩm không đầy đủ tem hay lỗi thì tiki nên xem lại thay vì suốt ngày đăng giảm giá sản phẩm này như hiện nay,-1
nội dung khá hay tuy nhiên bản in giấy chất liệu bt,1
xịn mịn mùi thơm nhẹ,1
san pham tốt,1
cũng được,0
cũng được nhưng hơi mỏng so với kì vọng,0
nhìn xinh xắn dễ thương còn chất lượng chưa biết,-1
chưa kịp sài bị gãy shop làm ăn gì vậy,-1
đánh giá không tính điểm hàng dùng tốt tuy nhiên gặp shipper tiki quá tệ gọi xuống lấy hàng ở chung cư đợi chưa đến 10p đã gọi điện complain phải hiểu rằng giao ở chung cư khác giao nhà đất ko phải gọi là xuống đc ngay chờ thang máy rất lâu trải nghiệm ship hàng tiki tồi tệ,-1
cafe ổn,0
sản phẩm đúng dịu nhẹ và mềm mại chất lượng,1
key bản quyền ok,1
nội dung sách có hơi khó hiểu nhưng đọc 1 vài lần và suy ngẫm sẽ hiểu sâu,1
sản phẩm dùng ok giao rất nhanh và tôi rất tin tưởng sản phẩm từ tiki trading hy vọng tiki luôn lấy uy tín sản phẩm làm đầu và tôi sẽ ủng hộ tiki suốt thời gian sau,1
không vừa chất liệu quần gió thì đung mỏng,-1
sao báo được tặng 2 chảo nhưng khi nhận hàng thì không có cũng không có sdt người bán để khiếu nại nhờ tiki giải quyết dùm,-1
túi đẹp ổn giá phải chăng nhưng thái độ nhân viên giao hàng hơi tệ,0
đẹp hơi mạnh nhỏ gọn nhẹ rất thích hợp đem theo xe,1
trước nay mình vẫn tin tưởng tiki trading cho đến hôm nay khi nhận cuốn sách này mình rất thất vọng về sản phẩm sách mình mua về bị mất tận 7 trang mình mới chỉ đọc đến đây không biết phần sau có bị mất trang nào không nữa,-1
k như hình,-1
chưa dùng chưa biết chất lượng thế nào nhưng đủ sản phẩm,0
kích thước nhỏ quá,-1
nhân viên giao hàng nhanh mua về gắn vào remote xe mới dùng 3 ngày thì đồng hồ báo nhấp nháy hết pin,-1
giá cả phải chăng và giao hàng nhanh đúng như mô tả,1
mình chưa nhận được hóa đơn,-1
sản phẩm bị lỗi,-1
1 giao hàng nhanh đóng gói cẩn thận 2 nắp máy nghiền bị rạn có vết nứtchỗ chỉ tay đề nghị kiểm tra lại kỹ trước khi giao hàng,0
hàng chính hãng dùng tốt giá cũng rất tốt sẽ luôn ủng hô tiki tra,1
xxl cho nam 1m74 nặng 77 kg vẫn hơi chật và bó,-1
thâ t vo ng vi logo đươ c in ma không pha i đươ c thêu sau mô t thơ i gian logo bong tro c hê t nhi n no như mô t chiê c quâ n không thương hiê u,-1
tốt bền đẹp dịch vụ nhanh và an toàn cho người dùng,1
dây chắc chắn đẹp mà tiếc cái chất lượng âm thanh so badddd,-1
nhỏ gọn vỏ nhựa bọc bên hơi thô,1
giao hàng không đúng đặt kính kingkong mà giao kính gì đây,-1
máy chắc chắn động cơ khoẻ xay tốt,1
chai xịt đuổi chuột tốt,1
giao hàng bọc cẩn thận kín đáo,1
đèn hơi tối độ chiếu sáng không chụm,-1
hàng ok tuy nhiên sd mới 1 tháng mà lớp sơn ở vỏ đã tróc giữ nhiệt tốt,1
giao hàng rất trễ còn không nhận được bất cứ thông tin phản hồi nào về vấn đề này,-1
hàng oder chuột hiệu logitech giao chuột logi,-1
ok lắm nha nên mua,1
giao hàng đúng lịch mẫu mã sản phẩm giống như quảng cáo còn chất lượng thì mình chưa dùng nên chưa đánh giá phần này,1
hàng mới nhìn đẹp ok,1
hai long,1
mùi thơm tự nhiên giá cả hợp lý shop giao nhanh đóng gói cẩn thận sẽ ủng hộ thêm,1
lỏng không giữ hương lâu,-1
giao hàng siêu nhanh đóng gói siêu cẩn thận,1
sử dụng rất tốt và giao hàng đúng chất lượng,1
máy vắt kiệt sức trái cam,1
sài ok được tặng thêm sấy tóc nhưng tiếng hơi ồn,0
giống hình nhưng giá 69 k hơi mắc,-1
cảm ơn shop giao hàng nhanh đóng gói đẹp mua được rẻ lại có quà nữa hạn sử dụng xa uống hết sẽ quay lại mua tiếp,1
ca m thâ y khung treo cu ng chă c chă n chưa treo nên chưa biê t hiê u qua sư du ng ntn,1
giao sai san pham chắc không phải shop vo y giao nhầm mà cố tình như vậy có 4 comment mà đến 3 comment giao sai đề nghị tiki kiểm soát kỹ shop này thanks,-1
gặp bão nên giao lâu 1 xíu date xa,0
tiki trading thì an tâm về sản phẩm giao hàng cực nhanh 2h sáng đặt 14h hôm đó đã giao rồi,1
rửa xong không bị khô da,1
không ưng sp mình muốn gửi trả lại,-1
đẹp nhưng chất liệu giả da simila mem nhưng khá nặng dẫu sao vẫn cho 5 sao vì thiết kế đẹp,0
chưa xài thử nhưng mà nhìn xịn xò có nắp luôn thì quá tuyệt vời,1
thấy có quà tặng đi kèm mà giao hàng ko thấy quà tăng nồi đẹp còn chất lượng chưa sử dụng nên chưa đánh giá,-1
mình xin được review một chút về chính sách khuyến mãi của tiki mình mua đt trong chương trình khuyến mãi làm thẻ tiki platinum của tiki tuy nhiên mình không nhận được hoàn tiền 3tr nên có gửi email cho bộ phận cskh của tiki thì được trả lời là vì số lượng có giới hạn 300ng nên mình không nhận được khoản hoàn này tuy nhiên lúc mình mua đt là 16 12 trong khi ctkm kéo dài tới tận 31 12 mình cảm thấy hình như mình bị tiki để làm thẻ để mua sản phẩm hay sao ấy vì nếu đã đủ số lượng giới hạn thì vì sao tiki vẫn không thông báo trước khi mình mua hàng nhỉ mình thật sự thất vọng về cách chạy ctkm của tiki lần này,-1
bình đẹp và sang lắm đáng mua,1
sp tuyet voi,1
mình đã xài qua nhiều loại của durex nhưng thấy loại này xài chán nhất tưởng rẻ mà mang chữ durex chắc cũng ok nhưng ko fai vậy đâu tóm lại lần sau ko mua loại này nữa,-1
màu đẹp sản phẩm đáng đồng tiền bát gạo cảm ơn shop,1
bấm không ăn phím không hài lòng,-1
đánh giá không tính điểm giao chậm 3 ngày sách bị méo góc,-1
hàng đẹp,1
các chổ điệm lăn chuột mặt dưới con chuột bị trầy xước mặt dù chưa dùng mở hợp kiểm tra mới phát hiện phím ấn chuột bên trái bị lún so với bên phải ko ngờ tiki traning giao mình hàng cũ sẽ liên hệ tổng đài phản ánh,-1
sản phẩm giao không đúng,-1
giao hàng nhanh kịp nhận cho bé đúng ngày bé nhà mình rất thích lâu dài hy vọng tốt bền,1
rất vừa vặn,1
sản phẩm chất lượng tuyệt vời,1
pin xuống nhanh mới xài mấy tháng mà sạc xong dùng ngay vẫn yếu,-1
hàng nhận được không có tem mác gì cũng không có niêm phong gì ở hộp sản phẩm và sản phẩm hộp bưu kiện thì có băng keo của tiki viền của nắp bình có 1 vài vết xây xước nhỏ khi đổ nước nóng lần đầu vào bình thì có mùi lạ như mùi nhựa nắp bình thì không được cách nhiệt tốt lắm đổ nước nóng vào thì thân bình không sao chỉ nắp bình có bị ấm lên,-1
tuyệt vời sách đẹp sách hay tiki giao hàng nhanh và đóng gói cẩn cận cảm ơn rất nhiều,1
khá tốt hài lòng,1
giao nhanh nhân viên nhiệt tình,1
nhà mình chỉ dung mỗi nước giặt vaf xa comfort,1
mở thùng hàng kính hàn vỡ nát,-1
tuyệt vời và bổ ích,1
mới dùng cũng khá hài lòng về sản phẩm mặc dù máy chạy ko được mạnh lắm chất lượng tương đương với giá tiền,1
sách đóng gói cẩn thận giao hàng nhanh cảm ơn shop nhé,1
chất lượng khỏi bàn cãi nhưng vận chuyển bị móp miệng can làm lúc rót khó khăn cần xem lại khâu đóng gói và vân chuyển,0
mình chưa đọc nhưng coi review thấy feedback cao nên mua sưu tầm,1
sản phẩm này mua giúp cho chị bạn nhưng nghe nói trị gàu hiệu quả lắm đã có một số bạn của mình dùng và nhận xét như vậy sản phẩm ok,1
giao nhanh chất lượng sách tốt,1
bơm mạnh đồng hồ hoạt động chỉ có 1 điểm chưa thích lắm là đế bơm có vẻ lamc bằng nhựa cứng nhiêu tiền ko đòi hỏi hơn,1
rất tốt sản phẩm tuyệt vời,1
hàng nhận được k giống hình nền đen viền đỏ nhưng nhận được lại màu đỏ hết 1 bên ghế k có móc cài miếng lưng ghế với miếng ghế ngồi,-1
đóng gói đẹp giao hàng nhanh,1
mình chờ và mong muộn nhận hàng khá lâu nhưng khi nhận được thì sp bị df như này thất vọng và bực bội vô cùng thêm cả làm ơn bán sách thì đầu tư mút hay bọc chống sock dùm,-1
ko có gì xảy ra không như quảng cáo,-1
đóng hàng cẩn thận hơn nha đi ạ,1
máy dùng ok lắm ạ,1
đánh giá không tính điểm đặt combo hai cuốn khí chất với đắt giá và đàn ông sao hoả đàn bà sao kim mà ko giao cuốn đắt giá nhắn tin không thấy trả lời,-1
giao nhanh hàng chuẩn đóng gói cẩn thận vừa đặt 30p sau có hàng luôn lần sau sẽ tiếp tục ủng hộ shop,1
giống giới thiệu sản phẩm hàng nguyên hộp,1
hàng tốt và đẹp giao hàng nhanh mới đặt bữa trước bữa s là giao r,1
shop chuẩn bị hàng và giao hàng rất nhanh độ bền máy phải sử dụng một thời gian mới cảm nhận đc cho shop 5 sao,1
khăn tốt mình xài khăn này từ lúc bé nhà mình mới sinh đến nay đã gần 2 tuổi roi đáng cho 5 sao,1
trên hiển thị thì để đen ngta đặt đen r giao xanh đen là s v,-1
mình hay mua hàng trên tiki sản phẩm nào cũng được giao nhanh và cẩn thận nhưng lần này thì hơi thất vọng chút vì khi bộ bàn phím và chuột này tới tay mình thì than ôi cái hộp đựng bị móp và hộp bìa carton của tiki bình thường đẹp là thế mà lần này thì chắp vá nham nhở nhìn khá phản cảm bây giờ xin nói về chất lượng sản phẩm nói chung là bàn phím gọn gàng nút bấn có độ êm ái nhưng thiết kế các phím mũi tên hơi nhỏ và chen chúc khó thao tác ngoài ra cũng chỉ khẽ hơn các loại bàn phím cùng loại chứ vẫn kêu tạch tạch thậm chí còn kêu to hơn bàn phím laptop của mình con chuột thì mình cảm tưởng là di trên mặt bàn nhẵn đôi khi bị lag không được nhạy như con rapoo cũ mặc dù giá rapoo rẻ hơn hàng logitech bên cạnh đó sản phẩm không có nút nguồn vậy là cứ phải để on 24 7 sẽ hao pin nhưng thôi bình thường 1 năm thay 1 cục pin chắc giờ còn 6 tháng cũng không phải vấn đề quá lớn,-1
mới gắn chưa sử dụng nhìn máy đẹp chắc sử dụng tốt thôi lần sau tôi sẽ ủng hộ shop,1
bìa sách nhắn và một số chỗ bị bẩn,-1
đã mua và dịch vụ bên shop khá tốt,1
cần trả hàng không giống như hình,-1
hàng đẹp chuẩn fom,1
hàng lock lock mà bị nứt như vậy đã trả sp và hoàn tiền không hoàn voucher 30 của dành cho kh mới mặc dù đây lỗi của tiki những voucher khác cho thì nhiều không xài đc cái nào hết thanh toán zalopay đc giảm nhưng chọn thì cũng chả đc gì phí vc thì tính cho cao lần đầu và cũng là lần cuối đặt hàng của tiki bb,-1
vải tạm được trong tầm giá,0
sách chuẩn rẻ đáng mua nhưng đóng gói còn ẩu nhé shop sách mình mua về bị móp góc,-1
đóng gói sơ xài chỉ bỏ vào hộp rồi thôi móp cả sách,-1
